"","pID","eID","oID","internalID","Effect description","origDirection","repDirection","origN","repN","testReported","What statistical test was reported?","Statistical test applied to original data","Original test statistic type","Original test statistic value","origdf1","origdf2","origPval","Replication statistical test","Replication test statistic type","Replication test statistic value","repdf1","repdf2","repPval","Was original data representative?","origRawDiff","repRawDiff","Replication raw difference type (mean or median)","Replication raw difference lower CI","Replication raw difference upper CI","EStype","origES","origESLo","origESHi","repES","repESLo","repESHi","Meta-analysis effect size","Meta-analysis lower CI","Meta-analysis upper CI","Meta-analysis p value","Notes.x","Original paper figure","Was experiment originally identified by RP:CB team","Did experiment continue after sharing with labs (before submitting protocol to eLife)","Did the experiment protocol get submitted to eLife","Did the experiment get accepted and published in eLife","Clarifications asked of original authors","responseQuality","Data shared by original authors","Code shared by original authors","materialsRequested","Key materials offered to be shared","Key materials shared","expType","Number of lab(s) contracted for the experiment","labsContracted","Registered Report protocol","Experiment description","Replication experiment attempted","Replication experiment completed","If experiment incomplete, why?","Changes needed during experimentation?","changesNeededProse","Changes able to be implemented during experimentation?","If modifications unable to be fully implemented, why?","Replication study figure","Were materials shippped between replicating labs?","If a material was shipped between replicating labs, what was it?","What types of experimental techniques were utilized?","Was the original experiment blinded?","Was the replication experiment blinded?","Was the original experiment randomized?","Was the replication experiment randomized?","Was the original experiment sample size determined a priori?","Was the replication experiment sample size determined a priori?","Was a statistical test reported in the original paper?.y","What statistical test(s) was reported?","Was variation of biological repeats reported in the original experiment?","Notes.y","Original paper title","Year","Original paper journal","Number of original authors","Anticipated budget when replication design originally identified by RP:CB team","Anticipated budget when Registered Report manuscript ready for submission to eLife","Anticipated budget when Registered Report accepted and published in eLife","Actual budget at completion of replication attempt","Registered Report submission date","Registered Report acceptance date","Link to Registered Report","Replication study fully completed","If Replication study incomplete, why?","Replication study submission date","Replication study acceptance date","Link to Replication study","Did original authors respond to any emails?","Did the original paper have a potential conflict of issue statement?","Did the replication study have a potential conflict of issue statement?","Number of lab(s) contracted for the entire paper","Type of contracted lab(s) for the entire paper","Notes"
"93",9,2,3,3,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (Co100 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","101.8046","NA","1.0","6.127699E-24","Chi-square test","chi-squared","28.74343","NA","1.0","8.262956E-8","No","NA","NA","NA","NA","NA","Cohen's d","1.804444","0.6723695","2.897745","1.551303","0.4665006","2.599882","1.112524","0.533665","1.691383","1.65284E-4","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"94",9,2,4,1,"Clonogenic frequency between TOP-GFPlow + HGF vs TOP-GFPlow + HGF + PHA (450 culture)","Positive","Null-positive","18.0",18,"No","NA","Chi-square test","chi-squared","153.1947","NA","1.0","3.473082E-35","Chi-square test","chi-squared","0.3763904","NA","1.0","0.5395414","No","NA","NA","NA","NA","NA","Cohen's d","1.814815","0.6807097","2.910062","0.2739886","-0.6589354","1.198508","0.8290905","0.2396217","1.418559","0.005838827","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"95",9,2,4,2,"Clonogenic frequency between TOP-GFPlow + HGF vs TOP-GFPlow + HGF + PHA (CSC1 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","153.1947","NA","1.0","3.473082E-35","Chi-square test","chi-squared","33.95346","NA","1.0","5.644608E-9","No","NA","NA","NA","NA","NA","Cohen's d","1.814815","0.6807097","2.910062","0.5994567","-0.3560243","1.537228","0.8290905","0.2396217","1.418559","0.005838827","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"96",9,2,4,3,"Clonogenic frequency between TOP-GFPlow + HGF vs TOP-GFPlow + HGF + PHA (Co100 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","153.1947","NA","1.0","3.473082E-35","Chi-square test","chi-squared","5.129223","NA","1.0","0.02352626","No","NA","NA","NA","NA","NA","Cohen's d","1.814815","0.6807097","2.910062","0.8763851","-0.1076967","1.83588","0.8290905","0.2396217","1.418559","0.005838827","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"97",9,2,5,1,"Clonogenic frequency between TOP-GFPlow + MFCM vs TOP-GFPlow + MFCM + PHA (450 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","185.8525","NA","1.0","2.556765E-42","Chi-square test","chi-squared","60.99928","NA","1.0","5.709579E-15","No","NA","NA","NA","NA","NA","Cohen's d","1.45847","0.3898237","2.492059","0.4652233","-0.4794464","1.39589","0.9694525","0.4421454","1.49676","3.140963E-4","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"98",9,2,5,2,"Clonogenic frequency between TOP-GFPlow + MFCM vs TOP-GFPlow + MFCM + PHA (CSC1 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","185.8525","NA","1.0","2.556765E-42","Chi-square test","chi-squared","43.54637","NA","1.0","4.140322E-11","No","NA","NA","NA","NA","NA","Cohen's d","1.45847","0.3898237","2.492059","0.7230303","-0.2441951","1.66934","0.9694525","0.4421454","1.49676","3.140963E-4","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"99",9,2,5,3,"Clonogenic frequency between TOP-GFPlow + MFCM vs TOP-GFPlow + MFCM + PHA (Co100 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","185.8525","NA","1.0","2.556765E-42","Chi-square test","chi-squared","17.63768","NA","1.0","2.672413E-5","No","NA","NA","NA","NA","NA","Cohen's d","1.45847","0.3898237","2.492059","1.407293","0.3472648","2.432964","0.9694525","0.4421454","1.49676","3.140963E-4","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"100",9,2,6,1,"Clonogenic frequency between TOP-GFPwhole vs TOP-GFPwhole + PHA (450 culture)","Null","Negative","18.0",18,"No","NA","Chi-square test","chi-squared","0.2123054","NA","1.0","0.6449664","Chi-square test","chi-squared","68.26947","NA","1.0","1.426116E-16","No","NA","NA","NA","NA","NA","Cohen's d","0.1510626","-0.776664","1.074123","-1.471981","-2.507701","-0.4010245","-0.2536608","-1.765577","1.258256","0.7422829","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"101",9,2,6,2,"Clonogenic frequency between TOP-GFPwhole vs TOP-GFPwhole + PHA (CSC1 culture)","Null","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","0.2123054","NA","1.0","0.6449664","Chi-square test","chi-squared","72.18652","NA","1.0","1.957888E-17","No","NA","NA","NA","NA","NA","Cohen's d","0.1510626","-0.776664","1.074123","1.793741","0.6637555","2.885044","-0.2536608","-1.765577","1.258256","0.7422829","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"102",9,2,6,3,"Clonogenic frequency between TOP-GFPwhole vs TOP-GFPwhole + PHA (Co100 culture)","Null","Negative","18.0",18,"No","NA","Chi-square test","chi-squared","0.2123054","NA","1.0","0.6449664","Chi-square test","chi-squared","20.21936","NA","1.0","6.905054E-6","No","NA","NA","NA","NA","NA","Cohen's d","0.1510626","-0.776664","1.074123","-1.469347","-2.504651","-0.3988421","-0.2536608","-1.765577","1.258256","0.7422829","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"103",9,3,1,1,"Tomorigenicity frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture)","Positive","Null-negative","7.0",8,"No","NA","Chi-square test","chi-squared","65.15276","NA","1.0","6.931146E-16","Chi-square test","chi-squared","0.08382449","NA","1.0","0.77218","No","NA","NA","NA","NA","NA","Cohen's d","1.072384","-0.601404","2.659692","-0.16","-1.542252","1.235199","0.340914","-0.8946131","1.576441","0.588642","effect size recalculated for meta-analysis","7E","Yes","Yes","Yes","Yes",3,3,3,0,"Cells","Cells","Cells","Animal","3.0","CRO11,CRO12,CRO13","1,4","Tumorigenicity of TOP-GFP CSC culture","Yes","Yes","NA","0.0","NA","6.0","NA","Table1","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"104",9,3,2,1,"Tomorigenicity frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture)","Positive","Null-positive","8.0",8,"No","NA","Chi-square test","chi-squared","25.99691","NA","1.0","3.419643E-7","Chi-square test","chi-squared","3.316521","NA","1.0","0.06858681","No","NA","NA","NA","NA","NA","Cohen's d","1.127193","-0.4301383","2.609106","0.8191387","-0.6688381","2.247284","0.9665418","-0.252028","2.185112","0.1200417","effect size recalculated for meta-analysis","7E","Yes","Yes","Yes","Yes",3,3,3,0,"Cells","Cells","Cells","Animal","3.0","CRO11,CRO12,CRO13","1,4","Tumorigenicity of TOP-GFP CSC culture","Yes","Yes","NA","0.0","NA","6.0","NA","Table1","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"105",9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6C","Yes","No","No","No",2,3,0,0,"NA","NA","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"106",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5A,5B","Yes","Yes","Yes","No",3,4,2,0,"Cells,Plasmids","Cells,Plasmids","NA","Animal","2.0","Core7,Core8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","unknown","Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,25000,"28000.0","NA","NA","42123.0","NA","NA","NA","NA","NA","NA","NA","Yes","No","NA","2.0","Core7,Core8","Registered report rejected"
"107",10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S8A","No","Yes","Yes","No",3,4,1,0,"Cells,Plasmids","Cells,Plasmids","NA","Cell-based","1.0","Core7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,25000,"28000.0","NA","NA","42123.0","NA","NA","NA","NA","NA","NA","NA","Yes","No","NA","2.0","Core7,Core8","Registered report rejected"
"108",10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5H,S9,TableS13","No","Yes","Yes","No",1,3,3,0,"NA","NA","NA","Patient Samples","2.0","Core7,Core8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Log-rank Mantel-Cox test","Yes","Stated in results text describing results","The transcriptional network for mesenchymal transformation of brain tumours",2010,"Nature",14,25000,"28000.0","NA","NA","42123.0","NA","NA","NA","NA","NA","NA","NA","Yes","No","NA","2.0","Core7,Core8","Registered report rejected"
