X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,What.types.of.experimental.techniques.were.utilized.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI,pw.PILo,pw.PIHi,pw.PIRepInside,pw.PILo.sens,pw.PIHi.sens,pw.PIRepInside.sens,pw.Porig,pw.PorigSens,pw.ratio,pw.ratioVar,pw.diff,pw.diffVar,pw.PsigAgree1,pw.PsigAgree1.sens,pw.FEest,pw.FEestVar,pw.FElo,pw.FEhi
182,182,182,24,3,1,1,PTEN expression of siNC vs siSERINC1 in wild-type HCT116 cells,Positive,Null-positive,8,6,Yes,Student's t test,Student's t test,t,7.789881,,6,0.0002357769,Student's t test,t,1.814961,,4,0.143716,No,,,"",,,,Cohen's d,5.508277,2.009453,2.150352,8.815231,1.48191,1.188175,-0.4619813,3.302322,3.168976,-0.7246773,7.0626286,0.1106719,Null-positive,Student's t test,t,7.789881,,6,0.0002357769,Student's t test,t,1.814961,,4,0.143716,,"",,,,Cohen's d,5.508277,2.009453,2.150352,8.815231,1.48191,1.188175,-0.4619813,3.302322,3.168976,-0.7246773,7.0626286,0.1106719,"","3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,"","","",Cell-based,1,Core9,3.0,ceRNA depletion on PTEN expression,Yes,Yes,"",0,"",6,"",3.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o1,1,p24e3,5.508277,Cohen's d,2.150352,8.815231,1.48191,-0.4619813,3.302322,2.009453,0.960299099802942,4.037901359209,0.92217436108234,5.508277,2.150352,8.815231,1.48191,-0.4619813,3.302322,1.70025547728727,0.960299099802942,2.89086868804535,0.92217436108234,0.0254854999999985,FALSE,1.68105243711399,9.33550156288601,FALSE,1.65958270819154,9.35697129180846,FALSE,0.0392127796061104,0.04032106773378,3.71701182932837,7.11811718170421,4.026367,3.81304304912769,0.968342918812566,0.966853119359363,2.45567619352814,0.699148934597273,0.816849832442993,4.09450255461329
183,183,183,24,3,2,1,PTEN expression of siNC vs siVAPA in wild-type HCT116 cells,Positive,Positive,8,6,Yes,Student's t test,Student's t test,t,9.16309,,6,0.00009512535,Student's t test,t,5.40547,,4,0.005671521,No,,,"",,,,Cohen's d,6.479283,2.308946,2.638413,10.2841,4.413548,2.156939,1.040123,7.719426,5.376184,2.286914,8.465454,0.0006475369,Positive,Student's t test,t,9.16309,,6,0.00009512535,Student's t test,t,5.40547,,4,0.005671521,,"",,,,Cohen's d,6.479283,2.308946,2.638413,10.2841,4.413548,2.156939,1.040123,7.719426,5.376184,2.286914,8.465454,0.0006475369,"","3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,"","","",Cell-based,1,Core9,3.0,ceRNA depletion on PTEN expression,Yes,Yes,"",0,"",6,"",3.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o2,1,p24e3,6.479283,Cohen's d,2.638413,10.2841,4.413548,1.040123,7.719426,2.308946,1.70393513673861,5.331231630916,2.90339495021241,6.479283,2.638413,10.2841,4.413548,1.040123,7.719426,1.95046619741694,1.70393513673861,3.80431838726611,2.90339495021241,0.0180264999999995,FALSE,1.40312258419905,11.555443415801,TRUE,1.38691572495144,11.5716502750486,TRUE,0.425100289113666,0.426575325636128,1.46804407701015,0.51652396112241,2.065735,6.70771333747852,0.887291244377353,0.885815005017565,5.30768945562332,1.64667722648098,2.7926064040122,7.82277250723444
184,184,184,24,3,3,1,PTEN expression of siNC vs siCNOT6L in wild-type HCT116 cells,Positive,Null-positive,8,6,Yes,Student's t test,Student's t test,t,8.748704,,6,0.0001234589,Student's t test,t,2.554485,,4,0.06300514,No,,,"",,,,Cohen's d,6.186268,2.217855,2.492441,9.839689,2.085728,1.347469,-0.1010185,4.142058,3.757608,-0.1918181,7.7070346,0.06221347,Null-positive,Student's t test,t,8.748704,,6,0.0001234589,Student's t test,t,2.554485,,4,0.06300514,,"",,,,Cohen's d,6.186268,2.217855,2.492441,9.839689,2.085728,1.347469,-0.1010185,4.142058,3.757608,-0.1918181,7.7070346,0.06221347,"","3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,"","","",Cell-based,1,Core9,3.0,ceRNA depletion on PTEN expression,Yes,Yes,"",0,"",6,"",3.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o3,1,p24e3,6.186268,Cohen's d,2.492441,9.839689,2.085728,-0.1010185,4.142058,2.217855,1.08243736453038,4.918880801025,1.17167064813148,6.186268,2.492441,9.839689,2.085728,-0.1010185,4.142058,1.87433240048138,1.08243736453038,3.51312194749428,1.17167064813148,0.0202030000000004,FALSE,1.94404713828274,10.4284888617173,TRUE,1.92466762729608,10.4478683727039,TRUE,0.0581579462001365,0.0593097417132118,2.96599940164777,3.1769326805245,4.10054,4.68479259562576,0.969806726940176,0.968627641454646,3.11127657262519,0.878634813636982,1.27409409529347,4.94845904995691
185,185,185,24,3,4,1,PTEN expression of siNC vs siPTEN in wild-type HCT116 cells,Positive,Positive,8,6,Yes,Student's t test,Welch's t test,t,23.63169,,3.003484,0.0001647319,Student's t test,t,10.01587,,4,0.0005585633,No,,,"",,,,Glass' delta,11.81928,4.876736,3.029334,20.95182,5.788292,3.007116,0.5530485,11.30629,7.581778,2.178567,12.984989,0.005955549,Positive,Welch's t test,t,23.63169,,3.003484,0.0001647319,Student's t test,t,10.01587,,4,0.0005585633,,"",,,,Glass' delta,11.81928,4.876736,3.029334,20.95182,5.788292,3.007116,0.5530485,11.30629,7.581778,2.178567,12.984989,0.005955549,"","3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,"","","",Cell-based,1,Core9,3.0,ceRNA depletion on PTEN expression,Yes,Yes,"",0,"",6,"",3.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o4,1,p24e3,11.81928,Glass' delta,3.029334,20.95182,5.788292,0.5530485,11.30629,4.876736,2.74322425943033,23.782554013696,7.52527933752706,11.81928,3.029334,20.95182,5.788292,0.5530485,11.30629,4.57214676937186,2.74322425943033,20.9045260806775,7.52527933752706,0.171296999999999,FALSE,1.36882896694025,22.2697310330597,TRUE,1.36094711701045,22.2776128829896,TRUE,0.25801243618356,0.258371358577085,2.04192877622622,1.5604247266823,6.030988,28.4298054182046,0.886535897482191,0.886185764456665,7.38467539811542,5.53336176106874,2.77423275720239,11.9951180390284
186,186,186,24,3,5,1,PTEN expression of siNC vs siSERINC1 in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,No,"",Student's t test,t,4.207805,,6,0.005636838,Student's t test,t,3.963494,,6,0.007422007,No,,,"",,,,Cohen's d,2.975367,1.284645,0.7811132,5.077952,2.802613,1.240727,0.6790372,4.832643,2.885987,1.136819,4.635155,0.001221619,Positive,Student's t test,t,4.207805,,6,0.005636838,Student's t test,t,3.963494,,6,0.007422007,,"",,,,Cohen's d,2.975367,1.284645,0.7811132,5.077952,2.802613,1.240727,0.6790372,4.832643,2.885987,1.136819,4.635155,0.001221619,assumed original study did not perform a statistical test since there was no '*' for this comparison,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,"","","",Cell-based,1,Core9,3.0,ceRNA depletion on PTEN expression,Yes,Yes,"",0,"",6,"",3.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o5,1,p24e3,2.975367,Cohen's d,0.7811132,5.077952,2.802613,0.6790372,4.832643,1.284645,1.05961278696015,1.650312776025,1.12277925828945,2.975367,0.7811132,5.077952,2.802613,0.6790372,4.832643,1.09615248899799,1.05961278696015,1.20155027913649,1.12277925828945,0.0458344000000004,FALSE,-0.0127454817758732,5.96347948177587,TRUE,-0.0401953191679896,5.99092931916799,TRUE,0.909782509664605,0.910600273621338,1.06164033350306,0.314083479889266,0.172754,2.32432953742594,0.72219899781816,0.718638063350693,2.88606270231774,0.580415001179382,1.39286468264864,4.37926072198685
188,188,188,24,3,7,1,PTEN expression of siNC vs siCNOT6L in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,No,"",Student's t test,t,3.992918,,6,0.007176665,Welch's t test,t,2.920492,,4.357305,0.03894628,No,,,"",,,,Glass' delta,2.708333,1.312445,0.193857,5.142675,3.323902,1.530159,0.4344105,6.168055,2.969246,1.016731,4.921761,0.002877083,Positive,Student's t test,t,3.992918,,6,0.007176665,Welch's t test,t,2.920492,,4.357305,0.03894628,,"",,,,Glass' delta,2.708333,1.312445,0.193857,5.142675,3.323902,1.530159,0.4344105,6.168055,2.969246,1.016731,4.921761,0.002877083,assumed original study did not perform a statistical test since there was no '*' for this comparison.,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,"","","",Cell-based,1,Core9,3.0,ceRNA depletion on PTEN expression,Yes,Yes,"",0,"",6,"",3.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o7,1,p24e3,2.708333,Glass' delta,0.193857,5.142675,3.323902,0.4344105,6.168055,1.312445,1.46269129056101,1.722511878025,2.13946581148305,2.708333,0.193857,5.142675,3.323902,0.4344105,6.168055,1.26247676973548,1.46269129056102,1.59384759412172,2.13946581148305,0.0400669999999996,FALSE,-1.07866709405546,6.49533309405546,TRUE,-1.10036357618156,6.51702957618156,TRUE,0.750038897378494,0.751415687546401,0.814805310144523,0.272824662661533,-0.615569,3.73331340560477,0.467312940077291,0.467681388094064,2.97113525179943,0.913393028085608,1.0979663580528,4.84430414554606
189,189,189,24,3,8,1,PTEN expression of siNC vs siPTEN in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,Yes,Student's t test,Welch's t test,t,41.125,,3,0.00003163946,Student's t test,t,4.149283,,6,0.006015906,No,,,"",,,,Glass' delta,20.5625,8.424334,5.434002,35.36035,2.075854,1.103719,-0.07814925,4.119009,9.432648,-8.302593,27.167888,0.2972149,Positive,Welch's t test,t,41.125,,3,0.00003163946,Student's t test,t,4.149283,,6,0.006015906,,"",,,,Glass' delta,20.5625,8.424334,5.434002,35.36035,2.075854,1.103719,-0.07814925,4.119009,9.432648,-8.302593,27.167888,0.2972149,"","3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,"","","",Cell-based,1,Core9,3.0,ceRNA depletion on PTEN expression,Yes,Yes,"",0,"",6,"",3.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o8,1,p24e3,20.5625,Glass' delta,5.434002,35.36035,2.075854,-0.07814925,4.119009,8.424334,1.07072330999617,70.969403343556,1.14644840656915,20.5625,5.434002,35.36035,2.075854,-0.07814925,4.119009,7.6344127331051,1.07072330999617,58.2842577793973,1.14644840656915,0.165323999999998,FALSE,5.4528802000791,35.6721197999209,FALSE,5.44742770790683,35.6775722920932,FALSE,0.0164839953087679,0.0165229646927185,9.90556175916033,39.6303600181339,18.486646,59.4307061859665,0.991691437998153,0.99165222135802,2.43247075941035,1.12433283646618,0.354231530630602,4.5107099881901
190,190,190,24,4,1,1,cell proliferation of siNC vs siVAPA in wild-type HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Student's t test,t,7.456842,,4,0.001728131,Student's t test,t,3.071358,,6,0.02190393,No,,,"",,,,Cohen's d,6.088486,2.819674,1.742122,10.42311,2.171778,1.091208,0.2904801,3.956579,3.267185,-0.1783803,6.7127496,0.0630988,Positive,Student's t test,t,7.456842,,4,0.001728131,Student's t test,t,3.071358,,6,0.02190393,,"",,,,Cohen's d,6.088486,2.819674,1.742122,10.42311,2.171778,1.091208,0.2904801,3.956579,3.267185,-0.1783803,6.7127496,0.0630988,"",5B,Yes,Yes,Yes,Yes,3,4,0,0,"","","",Cell-based,1,Core9,4.0,ceRNA depletion on cell proliferation,Yes,Yes,"",0,"",6,"",4.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o1,1,p24e4,6.088486,Cohen's d,1.742122,10.42311,2.171778,0.2904801,3.956579,2.819674,0.935246496598336,7.950561466276,0.874686009399461,6.088486,1.742122,10.42311,2.171778,0.2904801,3.956579,2.21457844850072,0.935246496598336,4.90435770456385,0.874686009399461,0.00586999999999982,FALSE,1.37680281347512,10.8001691865249,TRUE,1.35934671814095,10.8176252818591,TRUE,0.103255759408694,0.104534559976621,2.80345689108187,2.49730526407774,3.916708,5.77904371396331,0.961650978800671,0.96055630271416,2.76459055862892,0.742298082796556,1.0759498278211,4.45323128943673
191,191,191,24,4,2,1,cell proliferation of siNC vs siCNOT6L in wild-type HCT116 cells,Positive,Null-positive,6,8,Yes,Student's t test,Student's t test,t,9.946121,,4,0.0005738803,Student's t test,t,0.6022279,,6,0.5690665,No,,,"",,,,Cohen's d,8.120974,3.655908,2.537121,13.75216,0.4258394,0.8287433,-0.996725,1.814815,3.449584,-3.916619,10.815787,0.358698,Null-positive,Student's t test,t,9.946121,,4,0.0005738803,Student's t test,t,0.6022279,,6,0.5690665,,"",,,,Cohen's d,8.120974,3.655908,2.537121,13.75216,0.4258394,0.8287433,-0.996725,1.814815,3.449584,-3.916619,10.815787,0.358698,"",5B,Yes,Yes,Yes,Yes,3,4,0,0,"","","",Cell-based,1,Core9,4.0,ceRNA depletion on cell proliferation,Yes,Yes,"",0,"",6,"",4.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o2,1,p24e4,8.120974,Cohen's d,2.537121,13.75216,0.4258394,-0.996725,1.814815,3.655908,0.717242771340971,13.365663304464,0.514437193040876,8.120974,2.537121,13.75216,0.4258394,-0.996725,1.814815,2.86103190886741,0.717242771340971,8.18550358355749,0.514437193040876,0.0236664999999991,FALSE,2.33993047518718,13.9020175248128,FALSE,2.32569453022278,13.9162534697772,FALSE,0.00908327621415106,0.00925481260907657,19.0705087410888,1076.86722852248,7.6951346,8.69994077659837,0.988597183486007,0.98825994174922,0.880861284096497,0.48401794854491,-0.482713069509539,2.24443563770253
192,192,192,24,4,3,1,cell proliferation of siNC vs siPTEN in wild-type HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Student's t test,t,10.03484,,4,0.0005544865,Student's t test,t,3.34189,,6,0.01557516,No,,,"",,,,Cohen's d,8.193411,3.686088,2.564739,13.87136,2.363073,1.134515,0.4112248,4.218505,4.223404,-1.103057,9.549866,0.1201666,Positive,Student's t test,t,10.03484,,4,0.0005544865,Student's t test,t,3.34189,,6,0.01557516,,"",,,,Cohen's d,8.193411,3.686088,2.564739,13.87136,2.363073,1.134515,0.4112248,4.218505,4.223404,-1.103057,9.549866,0.1201666,"",5B,Yes,Yes,Yes,Yes,3,4,0,0,"","","",Cell-based,1,Core9,4.0,ceRNA depletion on cell proliferation,Yes,Yes,"",0,"",6,"",4.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o3,1,p24e4,8.193411,Cohen's d,2.564739,13.87136,2.363073,0.4112248,4.218505,3.686088,0.971262796161394,13.587244743744,0.94335141920725,8.193411,2.564739,13.87136,2.363073,0.4112248,4.218505,2.88439509327344,0.971262796161394,8.31973505409992,0.94335141920725,0.0246385,FALSE,2.22819807507115,14.1586239249289,TRUE,2.21440061894367,14.1724213810563,TRUE,0.0554098238771335,0.0559752775312594,3.46726952574042,3.52082105585405,5.830338,9.26308647330717,0.98061419135624,0.980161574013071,2.95683379912534,0.847280643803746,1.15272911736674,4.76093848088394
193,193,193,24,4,4,1,cell proliferation of siPTEN vs siVAPA in Dicer-Ex5 HCT116 cells,Positive,Null-positive,6,8,Yes,Student's t test,Student's t test,t,5.922951,,4,0.004070677,Student's t test,t,2.108672,,6,0.07951859,No,,,"",,,,Cohen's d,4.836069,2.320597,1.223106,8.396053,1.491057,0.9558736,-0.1653935,3.059672,2.495184,-0.5097336,5.5001009,0.1036333,Null-positive,Student's t test,t,5.922951,,4,0.004070677,Student's t test,t,2.108672,,6,0.07951859,,"",,,,Cohen's d,4.836069,2.320597,1.223106,8.396053,1.491057,0.9558736,-0.1653935,3.059672,2.495184,-0.5097336,5.5001009,0.1036333,"",5B,Yes,Yes,Yes,Yes,3,4,0,0,"","","",Cell-based,1,Core9,4.0,ceRNA depletion on cell proliferation,Yes,Yes,"",0,"",6,"",4.0,No,"","","","","","","","",Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,"",FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o4,1,p24e4,4.836069,Cohen's d,1.223106,8.396053,1.491057,-0.1653935,3.059672,2.320597,0.822735908781719,5.385170436409,0.676894375598881,4.836069,1.223106,8.396053,1.491057,-0.1653935,3.059672,1.82986704260366,0.822735908781719,3.34841339360708,0.676894375598881,0.0264895000000003,FALSE,0.903760004508315,8.76837799549169,TRUE,0.882860944121094,8.78927705587891,TRUE,0.0954666818952583,0.0972315110694273,3.24338304974257,4.70888200814144,3.345012,4.02530776920596,0.945939180126111,0.944064427129217,2.0535530720848,0.563068049268613,0.582838033569873,3.52426811059972
