X.3,X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,What.types.of.experimental.techniques.were.utilized.,What.category.of.experimental.techniques.were.utilized.,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Original.sample.number..reported.,Replication.sample.number..power.,Replication.sample.number..reported.,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI
192,192,192,192,24,4,3,1,cell proliferation of siNC vs siPTEN in wild-type HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Student's t test,t,10.03484,,4,0.0005544865,Student's t test,t,3.34189,,6,0.01557516,No,,,,,,,Cohen's d,8.193411,3.686088,2.564739,13.87136,2.363073,1.134515,0.4112248,4.218505,2.86759,0.742366,4.992814,0.008178689,Positive,Student's t test,t,10.03484,,4,0.0005544865,Student's t test,t,3.34189,,6,0.01557516,,,,,,Cohen's d,8.193411,3.686088,2.564739,13.87136,2.363073,1.134515,0.4112248,4.218505,2.86759,0.742366,4.992814,0.008178689,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o3,1,p24e4,8.193411,Cohen's d,2.564739,13.87136,2.363073,0.4112248,4.218505,3.686088,0.971262796161394,13.587244743744,0.94335141920725,8.193411,2.564739,13.87136,2.363073,0.4112248,4.218505,2.88439509327344,0.971262796161394,8.31973505409992,0.94335141920725,0.0246385,FALSE
193,193,193,193,24,4,4,1,cell proliferation of siPTEN vs siVAPA in Dicer-Ex5 HCT116 cells,Positive,Null-positive,6,8,Yes,Student's t test,Student's t test,t,5.922951,,4,0.004070677,Student's t test,t,2.108672,,6,0.07951859,No,,,,,,,Cohen's d,4.836069,2.320597,1.223106,8.396053,1.491057,0.9558736,-0.1653935,3.059672,1.976274,0.243998,3.70855,0.02534963,Null-positive,Student's t test,t,5.922951,,4,0.004070677,Student's t test,t,2.108672,,6,0.07951859,,,,,,Cohen's d,4.836069,2.320597,1.223106,8.396053,1.491057,0.9558736,-0.1653935,3.059672,1.976274,0.243998,3.70855,0.02534963,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o4,1,p24e4,4.836069,Cohen's d,1.223106,8.396053,1.491057,-0.1653935,3.059672,2.320597,0.822735908781719,5.385170436409,0.676894375598881,4.836069,1.223106,8.396053,1.491057,-0.1653935,3.059672,1.82986704260366,0.822735908781719,3.34841339360708,0.676894375598881,0.0264895000000003,FALSE
194,194,194,194,24,4,5,1,cell proliferation of siPTEN vs siCNOT6L in Dicer-Ex5 HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Welch's t test,t,4.5802,,2.835155,0.0220685,Student's t test,t,3.428638,,6,0.01399455,No,,,,,,,Glass' delta,2.919355,1.672521,-0.1722412,5.970023,2.839691,1.35793,0.2468907,5.359584,2.871341,0.8051183,4.9375644,0.006455947,Positive,Welch's t test,t,4.5802,,2.835155,0.0220685,Student's t test,t,3.428638,,6,0.01399455,,,,,,Glass' delta,2.919355,1.672521,-0.1722412,5.970023,2.839691,1.35793,0.2468907,5.359584,2.871341,0.8051183,4.9375644,0.006455947,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o5,1,p24e4,2.919355,Glass' delta,-0.1722412,5.970023,2.839691,0.2468907,5.359584,1.672521,1.30428246139426,2.797326495441,1.70115273910067,2.919355,-0.1722412,5.970023,2.839691,0.2468907,5.359584,1.56693292541327,1.30428246139426,2.4552787927442,1.70115273910067,0.0204640999999999,FALSE
195,195,195,195,24,4,6,1,cell proliferation of siNC vs siPTEN in Dicer-Ex5 HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Welch's t test,t,13.28773,,2.005994,0.005551034,Student's t test,t,4.855373,,6,0.002836135,No,,,,,,,Glass' delta,7.677419,3.924584,0.9427065,14.88883,2.677871,1.301985,0.1814093,5.092549,3.173561,0.7515215,5.5956001,0.01022545,Positive,Welch's t test,t,13.28773,,2.005994,0.005551034,Student's t test,t,4.855373,,6,0.002836135,,,,,,Glass' delta,7.677419,3.924584,0.9427065,14.88883,2.677871,1.301985,0.1814093,5.092549,3.173561,0.7515215,5.5956001,0.01022545,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o6,1,p24e4,7.677419,Glass' delta,0.9427065,14.88883,2.677871,0.1814093,5.092549,3.924584,1.25286478188845,15.402359573056,1.5696701616964,7.677419,0.9427065,14.88883,2.677871,0.1814093,5.092549,3.55774994081658,1.25286478188845,12.6575846413804,1.5696701616964,0.238349250000001,FALSE
196,196,196,196,24,4,7,1,cell proliferation of siNC vs siVAPA in DU145 cells,Positive,Null-positive,6,10,Yes,Student's t test,Welch's t test,t,6.066082,,2.413834,0.01632962,Student's t test,t,0.5407342,,8,0.6034163,No,,,,,,,Glass' delta,3.680851,2.013413,0.04586493,7.362028,0.4207117,0.6497113,-0.8743082,1.667941,0.7281735,-0.4837033,1.9400502,0.2389273,Null-positive,Welch's t test,t,6.066082,,2.413834,0.01632962,Student's t test,t,0.5407342,,8,0.6034163,,,,,,Glass' delta,3.680851,2.013413,0.04586493,7.362028,0.4207117,0.6497113,-0.8743082,1.667941,0.7281735,-0.4837033,1.9400502,0.2389273,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o7,1,p24e4,3.680851,Glass' delta,0.04586493,7.362028,0.4207117,-0.8743082,1.667941,2.013413,0.648544876347968,4.053831908569,0.420610456637201,3.680851,0.04586493,7.362028,0.4207117,-0.8743082,1.667941,1.8664024256846,0.648544876347968,3.48345801460134,0.420610456637201,0.0230954649999999,FALSE
197,197,197,197,24,4,8,1,cell proliferation of siNC vs siCNOT6L in DU145 cells,Positive,Null-negative,6,10,Yes,Student's t test,Student's t test,t,3.855255,,4,0.01822076,Student's t test,t,-1.030908,,8,0.3327408,No,,,,,,,Cohen's d,3.147803,1.690525,0.4555848,5.730333,-0.6520032,0.7302134,-1.912009,0.6455526,-0.05452481,-1.368388,1.259338,0.9351733,Null-negative,Student's t test,t,3.855255,,4,0.01822076,Student's t test,t,-1.030908,,8,0.3327408,,,,,,Cohen's d,3.147803,1.690525,0.4555848,5.730333,-0.6520032,0.7302134,-1.912009,0.6455526,-0.05452481,-1.368388,1.259338,0.9351733,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o8,1,p24e4,3.147803,Cohen's d,0.4555848,5.730333,-0.6520032,-1.912009,0.6455526,1.690525,0.652451172616875,2.857874775625,0.425692532649135,3.147803,0.4555848,5.730333,-0.6520032,-1.912009,0.6455526,1.34562375676455,0.652451172616875,1.81070329476914,0.425692532649135,0.0548441000000004,FALSE
198,198,198,198,24,4,9,1,cell proliferation of siNC vs siPTEN in DU145 cells,Positive,Positive,6,10,Yes,Student's t test,Student's t test,t,6.711864,,4,0.002565041,Student's t test,t,2.568878,,8,0.03318543,No,,,,,,,Cohen's d,5.480214,2.5751,1.493808,9.435297,1.624701,0.8403707,0.123476,3.055395,1.995795,0.4299706,3.5616198,0.01248384,Positive,Student's t test,t,6.711864,,4,0.002565041,Student's t test,t,2.568878,,8,0.03318543,,,,,,Cohen's d,5.480214,2.5751,1.493808,9.435297,1.624701,0.8403707,0.123476,3.055395,1.995795,0.4299706,3.5616198,0.01248384,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o9,1,p24e4,5.480214,Cohen's d,1.493808,9.435297,1.624701,0.123476,3.055395,2.5751,0.747952264206537,6.63114001,0.559432589531686,5.480214,1.493808,9.435297,1.624701,0.123476,3.055395,2.02592727790956,0.747952264206537,4.10438133537803,0.559432589531686,0.0156615000000002,FALSE
214,214,214,214,28,2,1,1,Tumor weights of LAPC4 cells expressing miR-34a vs negative control,Positive,Null-negative,12,14,Yes,Student's t test,Welch's t test,t,2.873817,,5.786097,0.0294672,Student's t test,t,-0.3777682,,12,0.7121999,No,,,,,,,Glass' delta,1.21875,0.6941675,-0.1704775,2.5274522,-0.1689181,0.5367421,-1.2139127,0.8896899,0.3502983,-0.4819325,1.1825291,0.4093841,Null-negative,Welch's t test,t,2.873817,,5.786097,0.0294672,Student's t test,t,-0.3777682,,12,0.7121999,,,,,,Glass' delta,1.21875,0.6941675,-0.1704775,2.5274522,-0.1689181,0.5367421,-1.2139127,0.8896899,0.3502983,-0.4819325,1.1825291,0.4093841,statistical test of original listed in methods.,"4A,S4A,S4B,S5C",Yes,Yes,Yes,Yes,2,3,1,0,Cells,Cells,Cells,Animal,"cell culture,animal care,animal injection (cells, SC),animal surgery (incision, drug),tissue harvesting,cell isolation,viral transduction,Western blot assay,RNA extraction,qRT-PCR","cell,immuno,animal,molecular",1,CRO16,"4,5,6",Effect of miR-34a expression on tumor growth and CD44 expression,12.0,14,14,Yes,Yes,,5,LAPC4 cells did not form tumors (new source obtained from original lab that isolated cells); Infection protocol optimized to achieve high transduction efficiency; Unable to detect miR-34a in tumors (performed PCR to detect GFP marker),5,,2.0,No,,,,,,,,Yes,Student's t test,Yes,,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44.,2011,Nature Medicine,15,https://osf.io/gb7sr/,2014-05-09,25000,55088,46909.55,59566.4,42017,42195,https://elifesciences.org/articles/06434,42272,43367,Yes,,43413,43521,https://elifesciences.org/articles/43511,Yes,Yes,Yes,1,CRO16,,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p28e2o1,1,p28e2,1.21875,Glass' delta,-0.1704775,2.5274522,-0.1689181,-1.2139127,0.8896899,0.6941675,0.536643177270845,0.48186851805625,0.287985899711348,1.21875,-0.1704775,2.5274522,-0.1689181,-1.2139127,0.8896899,0.688260019388347,0.536643177270845,0.473701854288448,0.287985899711348,0.0402626499999998,FALSE
217,217,217,217,28,3,1,1,Luciferase values of miR-34a expression with wild-type reporter vs M1M2 reporter,Positive,Null-positive,6,32,No,,Student's t test,t,1.036113,,4,0.3586755,Mann-Whitney,z,0.904534,,,0.3808965,No,,,,,,,Cohen's d,0.8459824,1.064984,-0.8959904,2.4987841,0.2600372,0.3667908,-0.4381443,0.9539404,0.3221707,-0.3575423,1.0018836,0.3528971,Null-positive,Student's t test,t,1.036113,,4,0.3586755,Student's t test,t,1.114752,,30,0.2738076,,,,,,Cohen's d,0.8459824,1.064984,-0.8959904,2.4987841,0.2600372,0.3667908,-0.4381443,0.9539404,0.3221707,-0.3575423,1.0018836,0.3528971,,4D,No,No,No,Yes,2,5,0,0,Plasmids,Plasmids,Plasmids,Cell-based,"transfection (plasmid, oligo),cell culture,luciferase assay","cell,molecular",1,CRO16,7.0,Luciferase assay to evaluate putative miR-34a binding sites in the 3'UTR of CD44,3.0,16,16,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44.,2011,Nature Medicine,15,https://osf.io/gb7sr/,2014-05-09,25000,55088,46909.55,59566.4,42017,42195,https://elifesciences.org/articles/06434,42272,43367,Yes,,43413,43521,https://elifesciences.org/articles/43511,Yes,Yes,Yes,1,CRO16,,FALSE,FALSE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p28e3o1,1,p28e3,0.8459824,Cohen's d,-0.8959904,2.4987841,0.2600372,-0.4381443,0.9539404,1.064984,0.35513017355946,1.134190920256,0.126117440172372,0.8459824,-0.8959904,2.4987841,0.2600372,-0.4381443,0.9539404,0.866029816562332,0.35513017355946,0.750007643174986,0.126117440172372,0.0445855499999999,FALSE
218,218,218,218,28,3,2,1,Luciferase values of miR-34a expression with wild-type reporter vs control expression with wild-type reporter,Positive,Null-positive,3,16,Yes,Student's t test,one-sample t test,t,3.783908,,2,0.06328464,Wilcoxon signed-rank test,z,0.5170877,,,0.6321716,No,,,,,,,Cohen's d,2.18464,1.062438,-0.0856468,4.4395266,0.02047842,0.2500262,-0.4699046,0.5101851,0.1340432,-0.3429683,0.6110548,0.5817967,Null-positive,one-sample t test,t,3.783908,,2,0.06328464,one-sample t test,t,0.08191368,,15,0.9357984,,,,,,Cohen's d,2.18464,1.062438,-0.0856468,4.4395266,0.02047842,0.2500262,-0.4699046,0.5101851,0.1340432,-0.3429683,0.6110548,0.5817967,statistical test of original listed in methods.,4D,No,No,No,Yes,2,5,0,0,Plasmids,Plasmids,Plasmids,Cell-based,"transfection (plasmid, oligo),cell culture,luciferase assay","cell,molecular",1,CRO16,7.0,Luciferase assay to evaluate putative miR-34a binding sites in the 3'UTR of CD44,3.0,16,16,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,,The microRNA miR-34a inhibits prostate cancer stem cells and metastasis by directly repressing CD44.,2011,Nature Medicine,15,https://osf.io/gb7sr/,2014-05-09,25000,55088,46909.55,59566.4,42017,42195,https://elifesciences.org/articles/06434,42272,43367,Yes,,43413,43521,https://elifesciences.org/articles/43511,Yes,Yes,Yes,1,CRO16,,FALSE,FALSE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p28e3o2,1,p28e3,2.18464,Cohen's d,-0.0856468,4.4395266,0.02047842,-0.4699046,0.5101851,1.062438,0.250027476966624,1.128774503844,0.0625137392382955,2.18464,-0.0856468,4.4395266,0.02047842,-0.4699046,0.5101851,1.15440218179875,0.250027476966624,1.3326443973417,0.0625137392382955,0.0077001000000001,FALSE
222,222,222,222,29,2,1,1,Relative BCL2 expression of MV4;11 cells treated with I-BET151 vs constant of 1 (DMSO treated cells),Positive,Positive,3,3,No,,one-sample t test,t,45.03332,,2,0.0004927322,one-sample t test,t,17.85735,,2,0.003121253,No,,,,,,,Cohen's d,26,10.63015,4.098563,48.254647,10.30995,4.248431,1.540743,19.855333,12.47091,4.738786,20.203031,0.001571383,Positive,one-sample t test,t,45.03332,,2,0.0004927322,one-sample t test,t,17.85735,,2,0.003121253,,,,,,Cohen's d,26,10.63015,4.098563,48.254647,10.30995,4.248431,1.540743,19.855333,12.47091,4.738786,20.203031,0.001571383,,3D,Yes,Yes,Yes,Yes,3,0,0,0,Cells,No,No,Cell-based,"cell culture,RNA extraction,qRT-PCR","cell,molecular",1,CRO3,3.0,BCL2 expression in I-BET151 treated MV4;11 and K-562 cells,3.0,3,3,Yes,Yes,,0,,6,,2.0,No,,,,,,,,No,,Yes,,Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,2011,Nature,27,https://osf.io/hcqqy/,2014-08-18,25000,59875.98,59875.98,65936.13,42157,42220,https://elifesciences.org/articles/08997,42264,42569,Yes,,42758,42877,https://elifesciences.org/articles/25306,Yes,Yes,Yes,2,"Core11,CRO3",,TRUE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,TRUE,FALSE,FALSE,TRUE,p29e2o1,1,p29e2,26,Cohen's d,4.098563,48.254647,10.30995,1.540743,19.855333,10.63015,4.67217513802885,113.0000890225,21.8292205204149,26,4.098563,48.254647,10.30995,1.540743,19.855333,11.2645141309477,4.67217513802885,126.88927860632,21.8292205204149,0.176605000000002,FALSE
224,224,224,224,29,2,3,1,Relative BCL2 expression of MV4;11 cells treated with I-BET151 vs K-562 cells treated with I-BET151,Positive,Positive,6,6,No,,Student's t test,t,21.23866,,4,2.905701e-05,Student's t test,t,17.22888,,4,6.659353e-05,No,,,,,,,Cohen's d,17.3413,7.575296,5.896563,29.037485,14.06732,6.172865,4.725533,23.594545,15.37377,5.994763,24.752782,0.001314888,Positive,Student's t test,t,21.23866,,4,2.905701e-05,Student's t test,t,17.22888,,4,6.659353e-05,,,,,,Cohen's d,17.3413,7.575296,5.896563,29.037485,14.06732,6.172865,4.725533,23.594545,15.37377,5.994763,24.752782,0.001314888,,3D,Yes,Yes,Yes,Yes,3,0,0,0,Cells,No,No,Cell-based,"cell culture,RNA extraction,qRT-PCR","cell,molecular",1,CRO3,3.0,BCL2 expression in I-BET151 treated MV4;11 and K-562 cells,3.0,3,3,Yes,Yes,,0,,6,,2.0,No,,,,,,,,No,,Yes,,Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,2011,Nature,27,https://osf.io/hcqqy/,2014-08-18,25000,59875.98,59875.98,65936.13,42157,42220,https://elifesciences.org/articles/08997,42264,42569,Yes,,42758,42877,https://elifesciences.org/articles/25306,Yes,Yes,Yes,2,"Core11,CRO3",,TRUE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,TRUE,FALSE,FALSE,TRUE,p29e2o3,1,p29e2,17.3413,Cohen's d,5.896563,29.037485,14.06732,4.725533,23.594545,7.575296,4.81361192063639,57.385109487616,23.1708597224928,17.3413,5.896563,29.037485,14.06732,4.725533,23.594545,5.90340490502189,4.81361192063639,34.8501894726365,23.1708597224928,0.125724000000002,FALSE
